difficulty,title,url,solution_url
0,Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,
0,Final Value of Variable After Performing Operations,https://leetcode.com/problems/final-value-of-variable-after-performing-operations,
1,Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string,https://leetcode.com/problems/find-all-anagrams-in-a-string/editorial
1,Find All Duplicates in an Array,https://leetcode.com/problems/find-all-duplicates-in-an-array,https://leetcode.com/problems/find-all-duplicates-in-an-array/editorial
1,Find All Good Indices,https://leetcode.com/problems/find-all-good-indices,
2,Find All Good Strings,https://leetcode.com/problems/find-all-good-strings,
1,Find All Groups of Farmland,https://leetcode.com/problems/find-all-groups-of-farmland,
0,Find All K-Distant Indices in an Array,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array,
1,Find All Lonely Numbers in the Array,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array,
0,Find All Numbers Disappeared in an Array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/editorial
2,Find All People With Secret,https://leetcode.com/problems/find-all-people-with-secret,
1,Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,
0,Find All The Lonely Nodes,https://leetcode.com/problems/find-all-the-lonely-nodes,
0,Find Anagram Mappings,https://leetcode.com/problems/find-anagram-mappings,https://leetcode.com/problems/find-anagram-mappings/editorial
1,Find And Replace in String,https://leetcode.com/problems/find-and-replace-in-string,https://leetcode.com/problems/find-and-replace-in-string/editorial
2,Find Array Given Subset Sums,https://leetcode.com/problems/find-array-given-subset-sums,
1,Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value,
0,Find Center of Star Graph,https://leetcode.com/problems/find-center-of-star-graph,
1,Find Closest Node to Given Two Nodes,https://leetcode.com/problems/find-closest-node-to-given-two-nodes,https://leetcode.com/problems/find-closest-node-to-given-two-nodes/editorial
0,Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero,
0,Find Common Characters,https://leetcode.com/problems/find-common-characters,
1,Find Consecutive Integers from a Data Stream,https://leetcode.com/problems/find-consecutive-integers-from-a-data-stream,
2,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,
1,Find Distance in a Binary Tree,https://leetcode.com/problems/find-distance-in-a-binary-tree,
1,Find Duplicate File in System,https://leetcode.com/problems/find-duplicate-file-in-system,https://leetcode.com/problems/find-duplicate-file-in-system/editorial
1,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees,https://leetcode.com/problems/find-duplicate-subtrees/editorial
1,Find Elements in a Contaminated Binary Tree,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree,
1,Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states,https://leetcode.com/problems/find-eventual-safe-states/editorial
0,Find First Palindromic String in the Array,https://leetcode.com/problems/find-first-palindromic-string-in-the-array,
1,Find First and Last Position of Element in Sorted Array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/editorial
1,Find Good Days to Rob the Bank,https://leetcode.com/problems/find-good-days-to-rob-the-bank,
0,Find Greatest Common Divisor of Array,https://leetcode.com/problems/find-greatest-common-divisor-of-array,
1,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements,https://leetcode.com/problems/find-k-closest-elements/editorial
1,Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/editorial
1,Find K-Length Substrings With No Repeated Characters,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/editorial
2,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance/editorial
1,Find Kth Bit in Nth Binary String,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string,
1,Find Kth Largest XOR Coordinate Value,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,
1,Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row,
1,Find Latest Group of Size M,https://leetcode.com/problems/find-latest-group-of-size-m,
1,Find Leaves of Binary Tree,https://leetcode.com/problems/find-leaves-of-binary-tree,https://leetcode.com/problems/find-leaves-of-binary-tree/editorial
2,Find Longest Awesome Substring,https://leetcode.com/problems/find-longest-awesome-substring,
0,Find Lucky Integer in an Array,https://leetcode.com/problems/find-lucky-integer-in-an-array,https://leetcode.com/problems/find-lucky-integer-in-an-array/editorial
1,Find Maximal Uncovered Ranges,https://leetcode.com/problems/find-maximal-uncovered-ranges,
2,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream,https://leetcode.com/problems/find-median-from-data-stream/editorial
2,Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,
1,Find Minimum Time to Finish All Jobs II,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii,
1,Find Minimum in Rotated Sorted Array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/editorial
2,Find Minimum in Rotated Sorted Array II,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/editorial
1,Find Missing Observations,https://leetcode.com/problems/find-missing-observations,
0,Find Mode in Binary Search Tree,https://leetcode.com/problems/find-mode-in-binary-search-tree,
0,Find N Unique Integers Sum up to Zero,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero,
0,Find Nearest Point That Has the Same X or Y Coordinate,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,
1,Find Nearest Right Node in Binary Tree,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/editorial
0,Find Numbers with Even Number of Digits,https://leetcode.com/problems/find-numbers-with-even-number-of-digits,
1,Find Original Array From Doubled Array,https://leetcode.com/problems/find-original-array-from-doubled-array,https://leetcode.com/problems/find-original-array-from-doubled-array/editorial
1,Find Palindrome With Fixed Length,https://leetcode.com/problems/find-palindrome-with-fixed-length,
1,Find Peak Element,https://leetcode.com/problems/find-peak-element,https://leetcode.com/problems/find-peak-element/editorial
1,Find Permutation,https://leetcode.com/problems/find-permutation,https://leetcode.com/problems/find-permutation/editorial
0,Find Pivot Index,https://leetcode.com/problems/find-pivot-index,https://leetcode.com/problems/find-pivot-index/editorial
1,Find Players With Zero or One Losses,https://leetcode.com/problems/find-players-with-zero-or-one-losses,https://leetcode.com/problems/find-players-with-zero-or-one-losses/editorial
1,Find Positive Integer Solution for a Given Equation,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation,
0,Find Resultant Array After Removing Anagrams,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams,
1,Find Right Interval,https://leetcode.com/problems/find-right-interval,https://leetcode.com/problems/find-right-interval/editorial
1,Find Root of N-Ary Tree,https://leetcode.com/problems/find-root-of-n-ary-tree,https://leetcode.com/problems/find-root-of-n-ary-tree/editorial
1,Find Score of an Array After Marking All Elements,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,
2,Find Servers That Handled Most Number of Requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/editorial
2,Find Shortest Path with K Hops,https://leetcode.com/problems/find-shortest-path-with-k-hops,
1,Find Smallest Common Element in All Rows,https://leetcode.com/problems/find-smallest-common-element-in-all-rows,https://leetcode.com/problems/find-smallest-common-element-in-all-rows/editorial
0,Find Smallest Letter Greater Than Target,https://leetcode.com/problems/find-smallest-letter-greater-than-target,https://leetcode.com/problems/find-smallest-letter-greater-than-target/editorial
0,Find Subarrays With Equal Sum,https://leetcode.com/problems/find-subarrays-with-equal-sum,
0,Find Subsequence of Length K With the Largest Sum,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum,
2,Find Substring With Given Hash Value,https://leetcode.com/problems/find-substring-with-given-hash-value,
0,Find Target Indices After Sorting Array,https://leetcode.com/problems/find-target-indices-after-sorting-array,
1,Find The Original Array of Prefix Xor,https://leetcode.com/problems/find-the-original-array-of-prefix-xor,
1,Find Three Consecutive Integers That Sum to a Given Number,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number,
1,Find Triangular Sum of an Array,https://leetcode.com/problems/find-triangular-sum-of-an-array,
1,Find Two Non-overlapping Sub-arrays Each With Target Sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,
1,Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string,
1,Find Valid Matrix Given Row and Column Sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums,
0,Find Winner on a Tic Tac Toe Game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/editorial
0,Find Words That Can Be Formed by Characters,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters,
2,Find XOR Sum of All Pairs Bitwise AND,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and,
1,Find Xor-Beauty of Array,https://leetcode.com/problems/find-xor-beauty-of-array,
0,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/editorial
1,Find a Peak Element II,https://leetcode.com/problems/find-a-peak-element-ii,
2,Find a Value of a Mysterious Function Closest to Target,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target,
1,Find and Replace Pattern,https://leetcode.com/problems/find-and-replace-pattern,https://leetcode.com/problems/find-and-replace-pattern/editorial
0,Find if Path Exists in Graph,https://leetcode.com/problems/find-if-path-exists-in-graph,https://leetcode.com/problems/find-if-path-exists-in-graph/editorial
2,Find in Mountain Array,https://leetcode.com/problems/find-in-mountain-array,
0,Find the Array Concatenation Value,https://leetcode.com/problems/find-the-array-concatenation-value,
1,Find the Celebrity,https://leetcode.com/problems/find-the-celebrity,https://leetcode.com/problems/find-the-celebrity/editorial
1,Find the City With the Smallest Number of Neighbors at a Threshold Distance,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,
2,Find the Closest Palindrome,https://leetcode.com/problems/find-the-closest-palindrome,https://leetcode.com/problems/find-the-closest-palindrome/editorial
1,Find the Derangement of An Array,https://leetcode.com/problems/find-the-derangement-of-an-array,https://leetcode.com/problems/find-the-derangement-of-an-array/editorial
0,Find the Difference,https://leetcode.com/problems/find-the-difference,https://leetcode.com/problems/find-the-difference/editorial
0,Find the Difference of Two Arrays,https://leetcode.com/problems/find-the-difference-of-two-arrays,https://leetcode.com/problems/find-the-difference-of-two-arrays/editorial
0,Find the Distance Value Between Two Arrays,https://leetcode.com/problems/find-the-distance-value-between-two-arrays,
0,Find the Distinct Difference Array,https://leetcode.com/problems/find-the-distinct-difference-array,
1,Find the Divisibility Array of a String,https://leetcode.com/problems/find-the-divisibility-array-of-a-string,
1,Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number,https://leetcode.com/problems/find-the-duplicate-number/editorial
0,Find the Highest Altitude,https://leetcode.com/problems/find-the-highest-altitude,https://leetcode.com/problems/find-the-highest-altitude/editorial
0,Find the Index of the First Occurrence in a String,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/editorial
1,Find the Index of the Large Integer,https://leetcode.com/problems/find-the-index-of-the-large-integer,https://leetcode.com/problems/find-the-index-of-the-large-integer/editorial
0,Find the K-Beauty of a Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number,
2,Find the K-Sum of an Array,https://leetcode.com/problems/find-the-k-sum-of-an-array,
1,Find the Kth Largest Integer in the Array,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array,
2,Find the Kth Smallest Sum of a Matrix With Sorted Rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,
0,Find the Longest Balanced Substring of a Binary String,https://leetcode.com/problems/find-the-longest-balanced-substring-of-a-binary-string,
1,Find the Longest Substring Containing Vowels in Even Counts,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts,
2,Find the Longest Valid Obstacle Course at Each Position,https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position,https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position/editorial
0,Find the Losers of the Circular Game,https://leetcode.com/problems/find-the-losers-of-the-circular-game,
0,Find the Maximum Divisibility Score,https://leetcode.com/problems/find-the-maximum-divisibility-score,
1,Find the Maximum Number of Marked Indices,https://leetcode.com/problems/find-the-maximum-number-of-marked-indices,
0,Find the Middle Index in Array,https://leetcode.com/problems/find-the-middle-index-in-array,
1,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,
1,Find the Minimum and Maximum Number of Nodes Between Critical Points,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points,
1,Find the Most Competitive Subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence/editorial
0,Find the Pivot Integer,https://leetcode.com/problems/find-the-pivot-integer,
1,Find the Prefix Common Array of Two Arrays,https://leetcode.com/problems/find-the-prefix-common-array-of-two-arrays,
1,Find the Punishment Number of an Integer,https://leetcode.com/problems/find-the-punishment-number-of-an-integer,
1,Find the Score of All Prefixes of an Array,https://leetcode.com/problems/find-the-score-of-all-prefixes-of-an-array,
2,Find the Shortest Superstring,https://leetcode.com/problems/find-the-shortest-superstring,https://leetcode.com/problems/find-the-shortest-superstring/editorial
1,Find the Smallest Divisor Given a Threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/editorial
2,Find the String with LCP,https://leetcode.com/problems/find-the-string-with-lcp,
1,Find the Student that Will Replace the Chalk,https://leetcode.com/problems/find-the-student-that-will-replace-the-chalk,
1,Find the Substring With Maximum Cost,https://leetcode.com/problems/find-the-substring-with-maximum-cost,
0,Find the Town Judge,https://leetcode.com/problems/find-the-town-judge,https://leetcode.com/problems/find-the-town-judge/editorial
0,Find the Width of Columns of a Grid,https://leetcode.com/problems/find-the-width-of-columns-of-a-grid,
1,Find the Winner of an Array Game,https://leetcode.com/problems/find-the-winner-of-an-array-game,
1,Find the Winner of the Circular Game,https://leetcode.com/problems/find-the-winner-of-the-circular-game,
0,Finding 3-Digit Even Numbers,https://leetcode.com/problems/finding-3-digit-even-numbers,
2,Finding MK Average,https://leetcode.com/problems/finding-mk-average,
1,Finding Pairs With a Certain Sum,https://leetcode.com/problems/finding-pairs-with-a-certain-sum,
1,Finding the Number of Visible Mountains,https://leetcode.com/problems/finding-the-number-of-visible-mountains,
1,Finding the Users Active Minutes,https://leetcode.com/problems/finding-the-users-active-minutes,
0,First Bad Version,https://leetcode.com/problems/first-bad-version,https://leetcode.com/problems/first-bad-version/editorial
1,First Completely Painted Row or Column,https://leetcode.com/problems/first-completely-painted-row-or-column,
1,First Day Where You Have Been in All the Rooms,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms,
0,First Letter to Appear Twice,https://leetcode.com/problems/first-letter-to-appear-twice,
2,First Missing Positive,https://leetcode.com/problems/first-missing-positive,https://leetcode.com/problems/first-missing-positive/editorial
0,First Unique Character in a String,https://leetcode.com/problems/first-unique-character-in-a-string,https://leetcode.com/problems/first-unique-character-in-a-string/editorial
1,First Unique Number,https://leetcode.com/problems/first-unique-number,https://leetcode.com/problems/first-unique-number/editorial
0,Fixed Point,https://leetcode.com/problems/fixed-point,https://leetcode.com/problems/fixed-point/editorial
0,Fizz Buzz,https://leetcode.com/problems/fizz-buzz,https://leetcode.com/problems/fizz-buzz/editorial
1,Flatten 2D Vector,https://leetcode.com/problems/flatten-2d-vector,https://leetcode.com/problems/flatten-2d-vector/editorial
1,Flatten Binary Tree to Linked List,https://leetcode.com/problems/flatten-binary-tree-to-linked-list,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/editorial
1,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator,https://leetcode.com/problems/flatten-nested-list-iterator/editorial
1,Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/editorial
1,Flip Binary Tree To Match Preorder Traversal,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/editorial
1,Flip Columns For Maximum Number of Equal Rows,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,
1,Flip Equivalent Binary Trees,https://leetcode.com/problems/flip-equivalent-binary-trees,https://leetcode.com/problems/flip-equivalent-binary-trees/editorial
0,Flip Game,https://leetcode.com/problems/flip-game,
1,Flip Game II,https://leetcode.com/problems/flip-game-ii,
1,Flip String to Monotone Increasing,https://leetcode.com/problems/flip-string-to-monotone-increasing,https://leetcode.com/problems/flip-string-to-monotone-increasing/editorial
0,Flipping an Image,https://leetcode.com/problems/flipping-an-image,https://leetcode.com/problems/flipping-an-image/editorial
0,Flood Fill,https://leetcode.com/problems/flood-fill,https://leetcode.com/problems/flood-fill/editorial
1,Flower Planting With No Adjacent,https://leetcode.com/problems/flower-planting-with-no-adjacent,
1,Form Array by Concatenating Subarrays of Another Array,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array,
2,Form Largest Integer With Digits That Add up to Target,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target,
0,Form Smallest Number From Two Digit Arrays,https://leetcode.com/problems/form-smallest-number-from-two-digit-arrays,
1,Four Divisors,https://leetcode.com/problems/four-divisors,
1,Fraction Addition and Subtraction,https://leetcode.com/problems/fraction-addition-and-subtraction,https://leetcode.com/problems/fraction-addition-and-subtraction/editorial
1,Fraction to Recurring Decimal,https://leetcode.com/problems/fraction-to-recurring-decimal,https://leetcode.com/problems/fraction-to-recurring-decimal/editorial
2,Freedom Trail,https://leetcode.com/problems/freedom-trail,
1,Frequency Tracker,https://leetcode.com/problems/frequency-tracker,
1,Frequency of the Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element,
1,Friends Of Appropriate Ages,https://leetcode.com/problems/friends-of-appropriate-ages,https://leetcode.com/problems/friends-of-appropriate-ages/editorial
2,Frog Jump,https://leetcode.com/problems/frog-jump,https://leetcode.com/problems/frog-jump/editorial
1,Frog Jump II,https://leetcode.com/problems/frog-jump-ii,
2,Frog Position After T Seconds,https://leetcode.com/problems/frog-position-after-t-seconds,
1,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets,https://leetcode.com/problems/fruit-into-baskets/editorial
1,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,https://leetcode.com/problems/furthest-building-you-can-reach/editorial
2,GCD Sort of an Array,https://leetcode.com/problems/gcd-sort-of-an-array,
1,Game of Life,https://leetcode.com/problems/game-of-life,https://leetcode.com/problems/game-of-life/editorial
1,Game of Nim,https://leetcode.com/problems/game-of-nim,https://leetcode.com/problems/game-of-nim/editorial
1,Gas Station,https://leetcode.com/problems/gas-station,
1,Generalized Abbreviation,https://leetcode.com/problems/generalized-abbreviation,https://leetcode.com/problems/generalized-abbreviation/editorial
1,Generate Parentheses,https://leetcode.com/problems/generate-parentheses,https://leetcode.com/problems/generate-parentheses/editorial
1,Generate Random Point in a Circle,https://leetcode.com/problems/generate-random-point-in-a-circle,https://leetcode.com/problems/generate-random-point-in-a-circle/editorial
0,Generate a String With Characters That Have Odd Counts,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts,
1,Get Biggest Three Rhombus Sums in a Grid,https://leetcode.com/problems/get-biggest-three-rhombus-sums-in-a-grid,
1,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget,
0,Get Maximum in Generated Array,https://leetcode.com/problems/get-maximum-in-generated-array,https://leetcode.com/problems/get-maximum-in-generated-array/editorial
1,Get Watched Videos by Your Friends,https://leetcode.com/problems/get-watched-videos-by-your-friends,
2,Get the Maximum Score,https://leetcode.com/problems/get-the-maximum-score,
1,Global and Local Inversions,https://leetcode.com/problems/global-and-local-inversions,https://leetcode.com/problems/global-and-local-inversions/editorial
0,Goal Parser Interpretation,https://leetcode.com/problems/goal-parser-interpretation,
0,Goat Latin,https://leetcode.com/problems/goat-latin,https://leetcode.com/problems/goat-latin/editorial
2,Graph Connectivity With Threshold,https://leetcode.com/problems/graph-connectivity-with-threshold,
1,Graph Valid Tree,https://leetcode.com/problems/graph-valid-tree,https://leetcode.com/problems/graph-valid-tree/editorial
1,Gray Code,https://leetcode.com/problems/gray-code,https://leetcode.com/problems/gray-code/editorial
2,Greatest Common Divisor Traversal,https://leetcode.com/problems/greatest-common-divisor-traversal,
0,Greatest Common Divisor of Strings,https://leetcode.com/problems/greatest-common-divisor-of-strings,https://leetcode.com/problems/greatest-common-divisor-of-strings/editorial
0,Greatest English Letter in Upper and Lower Case,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case,
1,Greatest Sum Divisible by Three,https://leetcode.com/problems/greatest-sum-divisible-by-three,
1,Grid Game,https://leetcode.com/problems/grid-game,
2,Grid Illumination,https://leetcode.com/problems/grid-illumination,
1,Group Anagrams,https://leetcode.com/problems/group-anagrams,https://leetcode.com/problems/group-anagrams/editorial
1,Group Shifted Strings,https://leetcode.com/problems/group-shifted-strings,https://leetcode.com/problems/group-shifted-strings/editorial
1,Group the People Given the Group Size They Belong To,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to,
1,Groups of Special-Equivalent Strings,https://leetcode.com/problems/groups-of-special-equivalent-strings,https://leetcode.com/problems/groups-of-special-equivalent-strings/editorial
2,Groups of Strings,https://leetcode.com/problems/groups-of-strings,
1,Grumpy Bookstore Owner,https://leetcode.com/problems/grumpy-bookstore-owner,
0,Guess Number Higher or Lower,https://leetcode.com/problems/guess-number-higher-or-lower,https://leetcode.com/problems/guess-number-higher-or-lower/editorial
1,Guess Number Higher or Lower II,https://leetcode.com/problems/guess-number-higher-or-lower-ii,https://leetcode.com/problems/guess-number-higher-or-lower-ii/editorial
1,Guess the Majority in a Hidden Array,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/editorial
2,Guess the Word,https://leetcode.com/problems/guess-the-word,
1,H-Index,https://leetcode.com/problems/h-index,https://leetcode.com/problems/h-index/editorial
1,H-Index II,https://leetcode.com/problems/h-index-ii,https://leetcode.com/problems/h-index-ii/editorial
1,HTML Entity Parser,https://leetcode.com/problems/html-entity-parser,
0,Hamming Distance,https://leetcode.com/problems/hamming-distance,https://leetcode.com/problems/hamming-distance/editorial
1,Hand of Straights,https://leetcode.com/problems/hand-of-straights,https://leetcode.com/problems/hand-of-straights/editorial
2,Handling Sum Queries After Update,https://leetcode.com/problems/handling-sum-queries-after-update,
2,Handshakes That Don't Cross,https://leetcode.com/problems/handshakes-that-dont-cross,https://leetcode.com/problems/handshakes-that-dont-cross/editorial
0,Happy Number,https://leetcode.com/problems/happy-number,https://leetcode.com/problems/happy-number/editorial
1,Heaters,https://leetcode.com/problems/heaters,
0,Height Checker,https://leetcode.com/problems/height-checker,
2,Height of Binary Tree After Subtree Removal Queries,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries,
0,Hexspeak,https://leetcode.com/problems/hexspeak,
0,High Five,https://leetcode.com/problems/high-five,https://leetcode.com/problems/high-five/editorial
1,House Robber,https://leetcode.com/problems/house-robber,https://leetcode.com/problems/house-robber/editorial
1,House Robber II,https://leetcode.com/problems/house-robber-ii,https://leetcode.com/problems/house-robber-ii/editorial
1,House Robber III,https://leetcode.com/problems/house-robber-iii,https://leetcode.com/problems/house-robber-iii/editorial
1,House Robber IV,https://leetcode.com/problems/house-robber-iv,
0,How Many Apples Can You Put into the Basket,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket/editorial
0,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,
1,IP to CIDR,https://leetcode.com/problems/ip-to-cidr,https://leetcode.com/problems/ip-to-cidr/editorial
2,IPO,https://leetcode.com/problems/ipo,https://leetcode.com/problems/ipo/editorial
1,Image Overlap,https://leetcode.com/problems/image-overlap,https://leetcode.com/problems/image-overlap/editorial
0,Image Smoother,https://leetcode.com/problems/image-smoother,https://leetcode.com/problems/image-smoother/editorial
1,Implement Magic Dictionary,https://leetcode.com/problems/implement-magic-dictionary,https://leetcode.com/problems/implement-magic-dictionary/editorial
0,Implement Queue using Stacks,https://leetcode.com/problems/implement-queue-using-stacks,https://leetcode.com/problems/implement-queue-using-stacks/editorial
1,Implement Rand10() Using Rand7(),https://leetcode.com/problems/implement-rand10-using-rand7,https://leetcode.com/problems/implement-rand10-using-rand7/editorial
0,Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues,https://leetcode.com/problems/implement-stack-using-queues/editorial
1,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree,https://leetcode.com/problems/implement-trie-prefix-tree/editorial
1,Implement Trie II (Prefix Tree),https://leetcode.com/problems/implement-trie-ii-prefix-tree,
0,Increasing Decreasing String,https://leetcode.com/problems/increasing-decreasing-string,
0,Increasing Order Search Tree,https://leetcode.com/problems/increasing-order-search-tree,https://leetcode.com/problems/increasing-order-search-tree/editorial
1,Increasing Triplet Subsequence,https://leetcode.com/problems/increasing-triplet-subsequence,https://leetcode.com/problems/increasing-triplet-subsequence/editorial
1,Increment Submatrices by One,https://leetcode.com/problems/increment-submatrices-by-one,
1,Incremental Memory Leak,https://leetcode.com/problems/incremental-memory-leak,
0,Index Pairs of a String,https://leetcode.com/problems/index-pairs-of-a-string,https://leetcode.com/problems/index-pairs-of-a-string/editorial
1,Inorder Successor in BST,https://leetcode.com/problems/inorder-successor-in-bst,https://leetcode.com/problems/inorder-successor-in-bst/editorial
1,Inorder Successor in BST II,https://leetcode.com/problems/inorder-successor-in-bst-ii,https://leetcode.com/problems/inorder-successor-in-bst-ii/editorial
1,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1,https://leetcode.com/problems/insert-delete-getrandom-o1/editorial
2,Insert Delete GetRandom O(1) - Duplicates allowed,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/editorial
1,Insert Interval,https://leetcode.com/problems/insert-interval,https://leetcode.com/problems/insert-interval/editorial
1,Insert into a Binary Search Tree,https://leetcode.com/problems/insert-into-a-binary-search-tree,https://leetcode.com/problems/insert-into-a-binary-search-tree/editorial
1,Insert into a Sorted Circular Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/editorial
1,Insertion Sort List,https://leetcode.com/problems/insertion-sort-list,https://leetcode.com/problems/insertion-sort-list/editorial
